SupplierNo,Supplier Name,Country,Seg.Code,Category code description,Number of Invoices,SRM Type,Created on,Last Invoice date,Currency,Year To Date Spend
2159,Supplier 2159,GB,999999,UNCLASSIFIED,5,APPROVED,22.09.2017,02.05.2018,GBP,"2,930.00"
2160,Supplier 2160,GB,999999,UNCLASSIFIED,10,APPROVED,22.09.2017,11.07.2018,GBP,"10,400.00"
2161,Supplier 2161,GB,701410,CLEANING SERVICES,23,APPROVED,22.09.2017,27.07.2018,GBP,"7,035.00"
2162,Supplier 2162,GB,361615,FIRE DETECTION AND PROTECTION DEVICE MAINTENANCE,1,APPROVED,22.09.2017,02.01.2018,GBP,"1,079.42"
2163,Supplier 2163,GB,701710,RENT AND CHARGES,1,APPROVED,22.09.2017,04.07.2018,GBP,"2,707.10"
2164,Supplier 2164,GB,305512,FLUE GAS TREATMENT - MAINTENANCE AND SERVICE,14,PREFERRED,22.09.2017,03.07.2018,GBP,"519,747.71"
2165,Supplier 2165,GB,999999,UNCLASSIFIED,2,APPROVED,22.09.2017,30.05.2018,GBP,879.96
2166,Supplier 2166,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,1,APPROVED,22.09.2017,01.03.2018,GBP,"5,522.24"
2167,Supplier 2167,GB,999999,UNCLASSIFIED,5,APPROVED,22.09.2017,04.07.2018,GBP,"69,587.53"
2168,Supplier 2168,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,1,APPROVED,22.09.2017,29.01.2018,GBP,440.61
2169,Supplier 2169,GB,401099,CIVIL AND PUBLIC WORK,22,APPROVED,22.09.2017,27.07.2018,GBP,"23,683.00"
2170,Supplier 2170,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,4,APPROVED,22.09.2017,11.07.2018,GBP,"9,263.75"
2171,Supplier 2171,GB,999999,UNCLASSIFIED,4,APPROVED,22.09.2017,27.06.2018,GBP,"29,000.00"
2172,Supplier 2172,GB,821012,ENVIRONMENTAL CONSULTING SERVICES,5,APPROVED,22.09.2017,30.05.2018,GBP,"25,846.00"
2173,Supplier 2173,GB,361615,FIRE DETECTION AND PROTECTION DEVICE MAINTENANCE,3,APPROVED,22.09.2017,27.06.2018,GBP,"2,446.00"
2174,Supplier 2174,GB,441201,WASTE INCINERATOR PROCESS TURNKEY,9,APPROVED,22.09.2017,27.06.2018,GBP,"21,998.60"
2175,Supplier 2175,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,20,APPROVED,22.09.2017,27.07.2018,GBP,"16,459.00"
2176,Supplier 2176,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,30.05.2018,GBP,595
2177,Supplier 2177,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,47,APPROVED,22.09.2017,27.07.2018,GBP,"91,698.94"
2178,Supplier 2178,GB,701211,SECURITY SERVICES,1,APPROVED,22.09.2017,07.02.2018,GBP,349.98
2179,Supplier 2179,GB,999999,UNCLASSIFIED,17,APPROVED,22.09.2017,27.07.2018,GBP,"6,000.00"
2180,Supplier 2180,GB,304399,AIR DIFFUSORS AND AERATORS,3,APPROVED,22.09.2017,26.04.2018,GBP,"29,625.00"
2181,Supplier 2181,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,32,APPROVED,22.09.2017,27.07.2018,GBP,"38,700.00"
2182,Supplier 2182,GB,362612,"INSECTICIDE, RODENTICIDE",15,APPROVED,22.09.2017,27.07.2018,GBP,"6,444.02"
2183,Supplier 2183,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,14.02.2018,GBP,295
2184,Supplier 2184,GB,701410,CLEANING SERVICES,22,APPROVED,22.09.2017,27.07.2018,GBP,"18,146.76"
2185,Supplier 2185,GB,306799,CONVEYOR,7,APPROVED,22.09.2017,27.07.2018,GBP,"3,714.50"
2186,Supplier 2186,GB,999999,UNCLASSIFIED,92,APPROVED,22.09.2017,27.07.2018,GBP,"49,370.78"
2187,Supplier 2187,GB,999999,UNCLASSIFIED,10,APPROVED,22.09.2017,07.02.2018,GBP,"81,400.00"
2188,Supplier 2188,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,2,APPROVED,22.09.2017,21.02.2018,GBP,"1,963.00"
2189,Supplier 2189,GB,999999,UNCLASSIFIED,7,APPROVED,22.09.2017,27.06.2018,GBP,"1,345.34"
2190,Supplier 2190,GB,999999,UNCLASSIFIED,6,APPROVED,22.09.2017,27.06.2018,GBP,"4,772.38"
2191,Supplier 2191,GB,401114,ROOFING / TIGHTNESS / CLADDING,3,APPROVED,22.09.2017,27.07.2018,GBP,"6,771.15"
2192,Supplier 2192,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,8,APPROVED,22.09.2017,27.07.2018,GBP,"5,401.33"
2193,Supplier 2193,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,27.06.2018,GBP,647.15
2194,Supplier 2194,GB,321499,ELECTRICAL INSTALLATION SERVICES AND MAINTENANCE,4,APPROVED,22.09.2017,26.04.2018,GBP,"4,868.88"
2195,Supplier 2195,GB,999999,UNCLASSIFIED,9,APPROVED,22.09.2017,27.07.2018,GBP,"5,242.33"
2196,Supplier 2196,GB,305612,STEAM TURBINE - MAINTENANCE AND SERVICE,5,PREFERRED,22.09.2017,14.06.2018,GBP,"111,727.55"
2197,Supplier 2197,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,82,APPROVED,22.09.2017,11.07.2018,GBP,"70,800.07"
2198,Supplier 2198,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,10,APPROVED,22.09.2017,06.06.2018,GBP,"3,641.83"
2199,Supplier 2199,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,10.01.2018,GBP,"8,650.00"
2200,Supplier 2200,GB,701211,SECURITY SERVICES,23,APPROVED,22.09.2017,11.07.2018,GBP,"27,049.23"
2201,Supplier 2201,GB,821710,ADVERTISING,1,APPROVED,22.09.2017,20.06.2018,GBP,"2,043.89"
2202,Supplier 2202,GB,361615,FIRE DETECTION AND PROTECTION DEVICE MAINTENANCE,2,APPROVED,22.09.2017,16.05.2018,GBP,"10,110.00"
2203,Supplier 2203,GB,701699,CATERING,2,APPROVED,22.09.2017,27.07.2018,GBP,106.4
2204,Supplier 2204,GB,601136,OTHERS WASTE TREATMENTS,11,APPROVED,22.09.2017,26.04.2018,GBP,"1,100.00"
2205,Supplier 2205,GB,801311,MOBILE PHONE COMMUNICATION SUBSCRIPTION AND CONSUMPTION,40,MAJOR,22.09.2017,27.07.2018,GBP,"365,378.83"
2206,Supplier 2206,GB,302999,WELDED EQUIPMENTS,7,APPROVED,22.09.2017,27.07.2018,GBP,"1,361.17"
2207,Supplier 2207,GB,999999,UNCLASSIFIED,26,APPROVED,22.09.2017,27.07.2018,GBP,"7,642.75"
2208,Supplier 2208,GB,641120,SPECIFIC EQUIPMENTS,60,APPROVED,22.09.2017,27.07.2018,GBP,"17,881.00"
2209,Supplier 2209,GB,361910,LABORATORY EQUIPMENT,4,APPROVED,22.09.2017,25.04.2018,GBP,"1,715.83"
2210,Supplier 2210,GB,999999,UNCLASSIFIED,7,APPROVED,22.09.2017,11.07.2018,GBP,839.15
2211,Supplier 2211,GB,999999,UNCLASSIFIED,3,APPROVED,22.09.2017,02.05.2018,GBP,"16,364.49"
2212,Supplier 2212,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,5,APPROVED,22.09.2017,04.07.2018,GBP,"2,518.51"
2213,Supplier 2213,GB,999999,UNCLASSIFIED,9,APPROVED,22.09.2017,20.06.2018,GBP,"15,502.37"
2214,Supplier 2214,GB,401199,BUILDING CONSTRUCTION,8,APPROVED,22.09.2017,27.07.2018,GBP,"125,870.00"
2215,Supplier 2215,GB,801219,CELL PHONE AND MOBILITY EQUIPMENT PURCHASE,99,MAJOR,22.09.2017,27.07.2018,GBP,"69,764.52"
2216,Supplier 2216,GB,701610,COLLECTIVE CATERING,45,APPROVED,22.09.2017,18.07.2018,GBP,"2,885.26"
2217,Supplier 2217,GB,999999,UNCLASSIFIED,2,APPROVED,22.09.2017,11.07.2018,GBP,"30,000.00"
2218,Supplier 2218,GB,701901,FACILITY MANAGEMENT,5,APPROVED,22.09.2017,27.06.2018,GBP,"1,747.28"
2219,Supplier 2219,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,4,REBATE,22.09.2017,23.05.2018,GBP,"2,918.60"
2220,Supplier 2220,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,2,REBATE,22.09.2017,09.05.2018,GBP,741.71
2221,Supplier 2221,GB,361899,SIGNAGE,12,APPROVED,22.09.2017,27.07.2018,GBP,"1,629.70"
2222,Supplier 2222,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,4,REBATE,22.09.2017,14.02.2018,GBP,"2,071.90"
2223,Supplier 2223,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,5,APPROVED,22.09.2017,27.07.2018,GBP,"2,751.11"
2224,Supplier 2224,GB,306012,COMPACTOR RENTING,14,APPROVED,22.09.2017,27.07.2018,GBP,"2,700.00"
2225,Supplier 2225,GB,381099,ANALYSES AND LABORATORY,1,APPROVED,22.09.2017,20.06.2018,GBP,"1,062.00"
2226,Supplier 2226,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,27.07.2018,GBP,232
2227,Supplier 2227,GB,641122,HEAVY VEHICLES SPARE PARTS,4,APPROVED,22.09.2017,21.03.2018,GBP,295.25
2228,Supplier 2228,GB,701901,FACILITY MANAGEMENT,1,APPROVED,22.09.2017,30.05.2018,GBP,"1,250.00"
2229,Supplier 2229,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,5,REBATE,22.09.2017,24.01.2018,GBP,"2,548.20"
2230,Supplier 2230,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,02.01.2018,GBP,158.7
2231,Supplier 2231,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,50,APPROVED,22.09.2017,27.07.2018,GBP,"30,818.80"
2232,Supplier 2232,GB,641122,HEAVY VEHICLES SPARE PARTS,165,APPROVED,22.09.2017,27.07.2018,GBP,"49,640.06"
2233,Supplier 2233,GB,701610,COLLECTIVE CATERING,223,APPROVED,22.09.2017,25.07.2018,GBP,"8,384.10"
2234,Supplier 2234,GB,999999,UNCLASSIFIED,83,APPROVED,22.09.2017,27.07.2018,GBP,"40,662.08"
2235,Supplier 2235,GB,701410,CLEANING SERVICES,8,APPROVED,22.09.2017,18.07.2018,GBP,"1,651.85"
2236,Supplier 2236,GB,701410,CLEANING SERVICES,4,APPROVED,22.09.2017,04.04.2018,GBP,"1,062.50"
2237,Supplier 2237,GB,401199,BUILDING CONSTRUCTION,35,APPROVED,22.09.2017,27.07.2018,GBP,"81,135.64"
2238,Supplier 2238,GB,308022,INDUSTRIAL EQUIPMENT CLEANING,55,APPROVED,22.09.2017,27.07.2018,GBP,"290,931.01"
2239,Supplier 2239,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,6,REBATE,22.09.2017,16.05.2018,GBP,"2,979.78"
2240,Supplier 2240,GB,841299,TRAINING,2,APPROVED,22.09.2017,27.06.2018,GBP,"6,000.00"
2241,Supplier 2241,GB,641120,SPECIFIC EQUIPMENTS,85,APPROVED,22.09.2017,27.07.2018,GBP,"45,277.22"
2242,Supplier 2242,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,4,APPROVED,22.09.2017,27.07.2018,GBP,"4,410.00"
2243,Supplier 2243,GB,381099,ANALYSES AND LABORATORY,1,APPROVED,22.09.2017,27.06.2018,GBP,"2,311.50"
2244,Supplier 2244,GB,999999,UNCLASSIFIED,44,APPROVED,22.09.2017,25.07.2018,GBP,"120,919.00"
2245,Supplier 2245,GB,999999,UNCLASSIFIED,2,APPROVED,22.09.2017,02.05.2018,GBP,"11,385.00"
2246,Supplier 2246,GB,701410,CLEANING SERVICES,23,APPROVED,22.09.2017,27.07.2018,GBP,"17,047.86"
2247,Supplier 2247,GB,841299,TRAINING,9,APPROVED,22.09.2017,27.07.2018,GBP,"21,935.25"
2248,Supplier 2248,GB,841213,GENERAL SKILLS TRAINING,14,PREFERRED,22.09.2017,27.07.2018,GBP,"18,628.73"
2249,Supplier 2249,GB,381011,WATER QUALITY CONTROL AND ANALYSIS,69,APPROVED,22.09.2017,27.07.2018,GBP,"13,748.50"
2250,Supplier 2250,GB,641122,HEAVY VEHICLES SPARE PARTS,9,APPROVED,22.09.2017,04.07.2018,GBP,867.16
2251,Supplier 2251,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,6,APPROVED,22.09.2017,27.07.2018,GBP,128.1
2252,Supplier 2252,GB,261399,WATER,28,APPROVED,22.09.2017,27.06.2018,GBP,"7,292.45"
2253,Supplier 2253,GB,641126,HEAVY VEHICLES SHORT TERM RENTAL,28,APPROVED,22.09.2017,11.07.2018,GBP,"179,322.02"
2254,Supplier 2254,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,41,APPROVED,22.09.2017,27.07.2018,GBP,"74,926.02"
2255,Supplier 2255,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,1,REBATE,22.09.2017,28.02.2018,GBP,298.74
2256,Supplier 2256,GB,601016,WASTE TRUCK TRANSPORT,4,APPROVED,22.09.2017,27.07.2018,GBP,"12,729.00"
2257,Supplier 2257,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,1,REBATE,22.09.2017,30.05.2018,GBP,220.5
2258,Supplier 2258,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,14,APPROVED,22.09.2017,27.07.2018,GBP,"71,681.98"
2259,Supplier 2259,GB,999999,UNCLASSIFIED,60,APPROVED,22.09.2017,27.07.2018,GBP,"108,532.41"
2260,Supplier 2260,GB,601016,WASTE TRUCK TRANSPORT,4,APPROVED,22.09.2017,14.02.2018,GBP,"4,975.00"
2261,Supplier 2261,GB,301799,LIFTING EQUIPMENTS,12,APPROVED,22.09.2017,30.05.2018,GBP,"16,011.26"
2262,Supplier 2262,GB,999999,UNCLASSIFIED,45,APPROVED,22.09.2017,27.07.2018,GBP,"340,170.58"
2263,Supplier 2263,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,28.02.2018,GBP,793.65
2264,Supplier 2264,GB,381099,ANALYSES AND LABORATORY,5,APPROVED,22.09.2017,27.07.2018,GBP,"5,728.00"
2265,Supplier 2265,GB,999999,UNCLASSIFIED,52,APPROVED,22.09.2017,27.07.2018,GBP,"53,194.10"
2266,Supplier 2266,GB,261399,WATER,2,APPROVED,22.09.2017,07.03.2018,GBP,"1,909.99"
2267,Supplier 2267,GB,641811,TYRES VEHICLES HEAVIER THAN 3.5T,4,APPROVED,22.09.2017,30.05.2018,GBP,652.8
2268,Supplier 2268,GB,701799,"REAL ESTATE RENTS, CHARGES AND FEES",4,APPROVED,22.09.2017,14.03.2018,GBP,"261,625.00"
2269,Supplier 2269,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,6,REBATE,22.09.2017,14.02.2018,GBP,"9,826.50"
2270,Supplier 2270,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,29,APPROVED,22.09.2017,27.06.2018,GBP,"274,290.94"
2271,Supplier 2271,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,26.04.2018,GBP,98
2272,Supplier 2272,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,2,REBATE,22.09.2017,21.02.2018,GBP,337.2
2273,Supplier 2273,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,31.01.2018,GBP,"4,927.34"
2274,Supplier 2274,GB,641126,HEAVY VEHICLES SHORT TERM RENTAL,3,APPROVED,22.09.2017,02.05.2018,GBP,625
2275,Supplier 2275,GB,999999,UNCLASSIFIED,6,APPROVED,22.09.2017,27.07.2018,GBP,"5,280.00"
2276,Supplier 2276,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,14.03.2018,GBP,"2,425.00"
2277,Supplier 2277,GB,999999,UNCLASSIFIED,16,APPROVED,22.09.2017,30.05.2018,GBP,"16,192.50"
2278,Supplier 2278,GB,306712,OTHER CONVEYOR - MAINTENANCE AND SERVICE,1,APPROVED,22.09.2017,04.01.2018,GBP,874.71
2279,Supplier 2279,GB,999999,UNCLASSIFIED,4,APPROVED,22.09.2017,27.07.2018,GBP,"70,014.32"
2280,Supplier 2280,GB,601016,WASTE TRUCK TRANSPORT,18,APPROVED,22.09.2017,21.03.2018,GBP,"13,800.00"
2281,Supplier 2281,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,6,REBATE,22.09.2017,25.07.2018,GBP,"6,256.10"
2282,Supplier 2282,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,132,APPROVED,22.09.2017,27.07.2018,GBP,"434,722.30"
2283,Supplier 2283,GB,999999,UNCLASSIFIED,8,APPROVED,22.09.2017,07.02.2018,GBP,"2,548.52"
2284,Supplier 2284,GB,999999,UNCLASSIFIED,3,APPROVED,22.09.2017,07.03.2018,GBP,"4,000.00"
2285,Supplier 2285,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,299,APPROVED,22.09.2017,27.07.2018,GBP,"71,149.61"
2286,Supplier 2286,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,30.05.2018,GBP,"1,000.00"
2287,Supplier 2287,GB,999999,UNCLASSIFIED,1,REBATE,22.09.2017,02.01.2018,GBP,44.04
2288,Supplier 2288,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,29.01.2018,GBP,"2,953.00"
2289,Supplier 2289,GB,999999,UNCLASSIFIED,11,APPROVED,22.09.2017,27.07.2018,GBP,"2,684.05"
2290,Supplier 2290,GB,961299,ROYALTIES,7,APPROVED,22.09.2017,20.06.2018,GBP,"6,078.17"
2291,Supplier 2291,GB,641314,CONSTRUCTION MACHINERY SPARE PARTS,11,APPROVED,22.09.2017,27.07.2018,GBP,"20,357.75"
2292,Supplier 2292,GB,149999,CHEMICAL AND TREATMENT PRODUCTS,16,APPROVED,22.09.2017,11.07.2018,GBP,"2,180.00"
2293,Supplier 2293,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,2,REBATE,22.09.2017,28.03.2018,GBP,429.23
2294,Supplier 2294,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,32,APPROVED,22.09.2017,16.05.2018,GBP,"5,201.43"
2295,Supplier 2295,GB,641311,CONSTRUCTION MACHINERY LONG TERM RENTAL,4,APPROVED,22.09.2017,27.07.2018,GBP,"21,750.00"
2296,Supplier 2296,GB,999999,UNCLASSIFIED,18,APPROVED,22.09.2017,20.06.2018,GBP,"28,402.55"
2297,Supplier 2297,GB,999999,UNCLASSIFIED,12,APPROVED,22.09.2017,27.06.2018,GBP,"5,006.67"
2298,Supplier 2298,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,10,REBATE,22.09.2017,23.05.2018,GBP,"50,888.22"
2299,Supplier 2299,GB,821099,CONSULTING SERVICES,7,APPROVED,22.09.2017,11.07.2018,GBP,"10,675.00"
2300,Supplier 2300,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,11.04.2018,GBP,"2,590.00"
2301,Supplier 2301,GB,641111,HEAVY VEHICLES CHASSIS ACQUISITION,3,APPROVED,22.09.2017,18.07.2018,GBP,326.56
2302,Supplier 2302,GB,801199,SOFTWARE,10,APPROVED,22.09.2017,27.07.2018,GBP,"86,635.00"
2303,Supplier 2303,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,30.05.2018,GBP,510
2304,Supplier 2304,GB,701901,FACILITY MANAGEMENT,140,APPROVED,22.09.2017,27.07.2018,GBP,"33,960.81"
2305,Supplier 2305,GB,999999,UNCLASSIFIED,3,APPROVED,22.09.2017,28.03.2018,GBP,"243,985.70"
2306,Supplier 2306,GB,999999,UNCLASSIFIED,2,APPROVED,22.09.2017,04.04.2018,GBP,"1,729.16"
2307,Supplier 2307,GB,701211,SECURITY SERVICES,8,PREFERRED,22.09.2017,27.07.2018,GBP,"36,551.50"
2308,Supplier 2308,GB,341799,INSTRUMENTATION - METROLOGY / CALIBRATION / RENTING / OTHER SERVICES,2,APPROVED,22.09.2017,18.07.2018,GBP,0
2309,Supplier 2309,GB,999999,UNCLASSIFIED,5,APPROVED,22.09.2017,27.07.2018,GBP,"2,035.92"
2310,Supplier 2310,GB,821099,CONSULTING SERVICES,3,APPROVED,22.09.2017,01.03.2018,GBP,"14,891.11"
2311,Supplier 2311,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,24.01.2018,GBP,151
2312,Supplier 2312,GB,801099,IT SERVICES,2,APPROVED,22.09.2017,28.03.2018,GBP,"95,623.10"
2313,Supplier 2313,GB,821012,ENVIRONMENTAL CONSULTING SERVICES,14,APPROVED,22.09.2017,27.07.2018,GBP,"7,516.00"
2314,Supplier 2314,GB,999999,UNCLASSIFIED,2,APPROVED,22.09.2017,09.05.2018,GBP,"1,445.00"
2315,Supplier 2315,GB,999999,UNCLASSIFIED,10,APPROVED,22.09.2017,27.07.2018,GBP,"8,691.23"
2316,Supplier 2316,GB,701499,CLEANING,6,APPROVED,22.09.2017,30.05.2018,GBP,805
2317,Supplier 2317,GB,701410,CLEANING SERVICES,4,APPROVED,22.09.2017,26.04.2018,GBP,464.5
2318,Supplier 2318,GB,999999,UNCLASSIFIED,2,APPROVED,22.09.2017,27.06.2018,GBP,175
2319,Supplier 2319,GB,641012,LONG TERM RENTAL VEHICLE LIGHTER THAN 3.5T,31,APPROVED,22.09.2017,27.07.2018,GBP,"226,597.54"
2320,Supplier 2320,GB,261399,WATER,93,APPROVED,22.09.2017,11.07.2018,GBP,"563,107.41"
2321,Supplier 2321,GB,841214,TECHNICAL AND INDUSTRIAL TRAINING,53,APPROVED,22.09.2017,27.07.2018,GBP,"8,012.12"
2322,Supplier 2322,GB,301015,BAGS,14,APPROVED,22.09.2017,18.07.2018,GBP,"15,687.68"
2323,Supplier 2323,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,10,PREFERRED,22.09.2017,29.05.2018,GBP,"17,994.44"
2324,Supplier 2324,GB,544199,CONTROL VALVES,2,APPROVED,22.09.2017,26.04.2018,GBP,574.23
2325,Supplier 2325,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,3,APPROVED,22.09.2017,27.06.2018,GBP,"1,290.00"
2326,Supplier 2326,GB,321499,ELECTRICAL INSTALLATION SERVICES AND MAINTENANCE,1,APPROVED,22.09.2017,11.07.2018,GBP,"1,952.19"
2327,Supplier 2327,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,20,APPROVED,22.09.2017,25.04.2018,GBP,"4,744.60"
2328,Supplier 2328,GB,301013,SKIP - MAINTENANCE AND SERVICES,2,APPROVED,22.09.2017,26.04.2018,GBP,285.5
2329,Supplier 2329,GB,401199,BUILDING CONSTRUCTION,1,APPROVED,22.09.2017,02.05.2018,GBP,361.57
2330,Supplier 2330,GB,305612,STEAM TURBINE - MAINTENANCE AND SERVICE,1,APPROVED,22.09.2017,28.02.2018,GBP,"5,434.00"
2331,Supplier 2331,GB,821199,LEGAL SERVICES,1,APPROVED,22.09.2017,28.03.2018,GBP,"1,896.25"
2332,Supplier 2332,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,2,APPROVED,22.09.2017,27.07.2018,GBP,"2,885.00"
2333,Supplier 2333,GB,999999,UNCLASSIFIED,87,REBATE,22.09.2017,04.07.2018,GBP,"19,453.26"
2334,Supplier 2334,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,21.02.2018,GBP,"2,831.56"
2335,Supplier 2335,GB,641122,HEAVY VEHICLES SPARE PARTS,45,PREFERRED,22.09.2017,27.07.2018,GBP,"39,140.19"
2336,Supplier 2336,GB,701211,SECURITY SERVICES,122,APPROVED,22.09.2017,27.07.2018,GBP,"35,439.18"
2337,Supplier 2337,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,07.02.2018,GBP,"3,367.00"
2338,Supplier 2338,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,4,APPROVED,22.09.2017,14.03.2018,GBP,"1,348.07"
2339,Supplier 2339,GB,999999,UNCLASSIFIED,12,APPROVED,22.09.2017,27.06.2018,GBP,"15,937.79"
2340,Supplier 2340,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,13,APPROVED,22.09.2017,30.05.2018,GBP,"7,108.63"
2341,Supplier 2341,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,28.02.2018,GBP,"11,709.40"
2342,Supplier 2342,GB,361910,LABORATORY EQUIPMENT,63,APPROVED,22.09.2017,27.07.2018,GBP,"30,374.61"
2343,Supplier 2343,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,11.07.2018,GBP,378.75
2344,Supplier 2344,GB,641115,EQUIPMENTS FOR SEWAGE/HP CLEANERS VEHICLES,11,APPROVED,22.09.2017,25.07.2018,GBP,"2,733.44"
2345,Supplier 2345,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,7,REBATE,22.09.2017,28.02.2018,GBP,"85,030.38"
2346,Supplier 2346,GB,841213,GENERAL SKILLS TRAINING,15,APPROVED,22.09.2017,20.06.2018,GBP,"2,756.25"
2347,Supplier 2347,GB,306710,OTHER CONVEYOR - NEW MATERIAL,16,APPROVED,22.09.2017,11.07.2018,GBP,"14,770.85"
2348,Supplier 2348,GB,641121,HEAVY VEHICLES BODIES AND EQUIPMENTS MAINTENANCE AND REPAIR SERVICES,19,APPROVED,22.09.2017,27.07.2018,GBP,"3,493.64"
2349,Supplier 2349,GB,361013,SMALL INDUSTRIAL SUPPLIES,179,APPROVED,22.09.2017,27.07.2018,GBP,"50,437.66"
2350,Supplier 2350,GB,361013,SMALL INDUSTRIAL SUPPLIES,3,APPROVED,22.09.2017,04.04.2018,GBP,"11,814.55"
2351,Supplier 2351,GB,261210,ELECTRICITY,2,APPROVED,22.09.2017,01.03.2018,GBP,"2,789.09"
2352,Supplier 2352,GB,303099,DESODORISING,2,APPROVED,22.09.2017,11.04.2018,GBP,"2,305.96"
2353,Supplier 2353,GB,999999,UNCLASSIFIED,1,REBATE,22.09.2017,02.01.2018,GBP,"1,354.19"
2354,Supplier 2354,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,16,APPROVED,22.09.2017,27.07.2018,GBP,"46,850.43"
2355,Supplier 2355,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,5,REBATE,22.09.2017,31.01.2018,GBP,"6,453.00"
2356,Supplier 2356,GB,701799,"REAL ESTATE RENTS, CHARGES AND FEES",1,APPROVED,22.09.2017,05.01.2018,GBP,409.1
2357,Supplier 2357,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,11,APPROVED,22.09.2017,27.07.2018,GBP,"29,982.71"
2358,Supplier 2358,GB,841214,TECHNICAL AND INDUSTRIAL TRAINING,1,APPROVED,22.09.2017,18.07.2018,GBP,"2,063.80"
2359,Supplier 2359,GB,302999,WELDED EQUIPMENTS,26,APPROVED,22.09.2017,27.06.2018,GBP,"10,851.02"
2360,Supplier 2360,GB,961299,ROYALTIES,1,APPROVED,22.09.2017,07.03.2018,GBP,107.31
2361,Supplier 2361,GB,841001,TEMPORARY WORKERS,13,APPROVED,22.09.2017,25.04.2018,GBP,"8,197.31"
2362,Supplier 2362,GB,401099,CIVIL AND PUBLIC WORK,39,APPROVED,22.09.2017,27.07.2018,GBP,"339,104.21"
2363,Supplier 2363,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,33,APPROVED,22.09.2017,27.07.2018,GBP,"17,074.60"
2364,Supplier 2364,GB,601016,WASTE TRUCK TRANSPORT,777,PREFERRED,22.09.2017,31.07.2018,GBP,"2,475,021.24"
